paper_title,paper_arxiv_id,paper_url_pdf,paper_url_abs,DOI,repo_url,mentioned_in_paper,ID_in_repo,Title_in_repo,ID_is_Bidirectional,BiDirectional,Observations,Reviewed By
SOM-VAE: Interpretable Discrete Representation Learning on Time Series,1806.02199,http://arxiv.org/pdf/1806.02199v7.pdf,http://arxiv.org/abs/1806.02199v7,,https://github.com/ratschlab/SOM-VAE,TRUE,TRUE,TRUE,TRUE,TRUE,,"Adrian, Arroyo"
Monte Carlo with Determinantal Point Processes,1605.00361,https://arxiv.org/pdf/1605.00361v2.pdf,https://arxiv.org/abs/1605.00361v2,,https://github.com/rbardenet/dppmc,TRUE,TRUE,TRUE,TRUE,TRUE,,"Adrian, Arroyo"
Vermillion: A High-Performance Scalable IoT Middleware for Smart Cities,2003.08361,https://arxiv.org/pdf/2003.08361v1.pdf,https://arxiv.org/abs/2003.08361v1,,https://github.com/rbccps-iisc/iudx-resource-server,TRUE,TRUE,FALSE,TRUE,TRUE,Double check the pdf,"Adrian, Arroyo"
Towards Blind Watermarking: Combining Invertible and Non-invertible Mechanisms,2212.12678,https://arxiv.org/pdf/2212.12678v1.pdf,https://arxiv.org/abs/2212.12678v1,10.1145/3503161.3547950,https://github.com/rm1110/cin,TRUE,TRUE,TRUE,TRUE,TRUE,,"Adrian, Arroyo"
Boosting as Frank-Wolfe,2209.10831,https://arxiv.org/pdf/2209.10831v2.pdf,https://arxiv.org/abs/2209.10831v2,,https://github.com/rmitsuboshi/boosting_as_frank_wolfe,FALSE,TRUE,TRUE,FALSE,FALSE,,"Adrian, Arroyo"
Boosting Multi-Label Image Classification with Complementary Parallel Self-Distillation,2205.10986,https://arxiv.org/pdf/2205.10986v1.pdf,https://arxiv.org/abs/2205.10986v1,10.24963/ijcai.2022/208,https://github.com/robbie-xu/cpsd,TRUE,TRUE,TRUE,TRUE,TRUE,Does have the paper has typos/spelling mistakes,"Adrian, Arroyo"
ViCE: Improving Dense Representation Learning by Superpixelization and Contrasting Cluster Assignment,2111.12460,https://arxiv.org/pdf/2111.12460v3.pdf,https://arxiv.org/abs/2111.12460v3,,https://github.com/robin-karlsson0/vice,TRUE,TRUE,TRUE,TRUE,TRUE,has arxiv,"Adrian, Arroyo"
AtomREM: Non-empirical seeker of the minimum energy escape paths on many-dimensional potential landscapes without coarse graining,1907.13316,https://arxiv.org/pdf/1907.13316v1.pdf,https://arxiv.org/abs/1907.13316v1,10.1016/j.cpc.2020.107260,https://github.com/ryosuke-akashi/AtomREM,TRUE,TRUE,TRUE,TRUE,TRUE,,"Adrian, Arroyo"
NPBDREG: Uncertainty Assessment in Diffeomorphic Brain MRI Registration using a Non-parametric Bayesian Deep-Learning Based Approach,2108.06771,https://arxiv.org/pdf/2108.06771v4.pdf,https://arxiv.org/abs/2108.06771v4,,https://github.com/samahkh/npbdreg_prj,TRUE,FALSE,TRUE,FALSE,TRUE,Readme Title is title of the paper,"Adrian, Arroyo"
OCR Post Correction for Endangered Language Texts,2011.05402,https://arxiv.org/pdf/2011.05402v1.pdf,https://arxiv.org/abs/2011.05402v1,10.18653/v1/2020.emnlp-main.478,https://github.com/shrutirij/ocr-post-correction,FALSE,FALSE,TRUE,FALSE,FALSE,*****,"Adrian, Arroyo"
Jointly Attentive Spatial-Temporal Pooling Networks for Video-based Person Re-Identification,1708.02286,http://arxiv.org/pdf/1708.02286v2.pdf,http://arxiv.org/abs/1708.02286v2,,https://github.com/shuangjiexu/Spatial-Temporal-Pooling-Networks-ReID,TRUE,FALSE,TRUE,FALSE,TRUE,"In bibtex, bibtex has no url","Adrian, Arroyo"
Training atomic neural networks using fragment-based data generated in virtual reality,2007.02824,http://arxiv.org/pdf/2007.02824v1.pdf,http://arxiv.org/abs/2007.02824v1,10.1063/5.0015950,https://github.com/SilviaAmAm/squalane_paper_si,TRUE,FALSE,TRUE,FALSE,TRUE,,"Adrian, Arroyo"
What's Hidden in a One-layer Randomly Weighted Transformer?,2109.03939,https://arxiv.org/pdf/2109.03939v1.pdf,https://arxiv.org/abs/2109.03939v1,,https://github.com/sincerass/one_layer_lottery_ticket,TRUE,TRUE,TRUE,TRUE,TRUE,,"Adrian, Arroyo"
Learning Dynamic Memory Networks for Object Tracking,1803.07268,http://arxiv.org/pdf/1803.07268v2.pdf,http://arxiv.org/abs/1803.07268v2,10.1007/978-3-030-01240-3_10,https://github.com/skyoung/MemTrack,TRUE,TRUE,TRUE,TRUE,TRUE,,"Adrian, Arroyo"
Utilizing Class Information for Deep Network Representation Shaping,1809.09307,http://arxiv.org/pdf/1809.09307v2.pdf,http://arxiv.org/abs/1809.09307v2,10.1609/aaai.v33i01.33013396,https://github.com/snu-adsl/class_wise_regularizer,TRUE,FALSE,TRUE,FALSE,TRUE,NOT DOI HAS BIBTEX,"Adrian, Arroyo"
Easy to Fool? Testing the Anti-evasion Capabilities of PDF Malware Scanners,1901.05674,http://arxiv.org/pdf/1901.05674v2.pdf,http://arxiv.org/abs/1901.05674v2,,https://github.com/sola-da/Chameleon,TRUE,TRUE,FALSE,TRUE,TRUE,,"Adrian, Arroyo"
Measuring the Prevalence of Anti-Social Behavior in Online Communities,2208.13094,https://arxiv.org/pdf/2208.13094v1.pdf,https://arxiv.org/abs/2208.13094v1,10.1145/3555552,https://github.com/stanfordhci/contentmodaudit_coderelease,TRUE,FALSE,TRUE,FALSE,TRUE,"readme title, and has the rest as text","Adrian, Arroyo"
Emergent simulation of cell-like shapes satisfying the conditions of life using lattice-type multiset chemical model,2204.09680,https://arxiv.org/pdf/2204.09680v3.pdf,https://arxiv.org/abs/2204.09680v3,,https://github.com/takeshi-ishida/emergence-simulation-of-biological-cell-like-shapes,TRUE,TRUE,TRUE,TRUE,TRUE,,"Adrian, Arroyo"
Training Tips for the Transformer Model,1804.00247,http://arxiv.org/pdf/1804.00247v2.pdf,http://arxiv.org/abs/1804.00247v2,10.2478/pralin-2018-0002,https://github.com/tensorflow/tensor2tensor,TRUE,TRUE,TRUE,TRUE,TRUE,,"Adrian, Arroyo"
SelfKG: Self-Supervised Entity Alignment in Knowledge Graphs,2203.01044,https://arxiv.org/pdf/2203.01044v1.pdf,https://arxiv.org/abs/2203.01044v1,10.1145/3485447.3511945,https://github.com/THUDM/SelfKG,TRUE,TRUE,TRUE,TRUE,TRUE,,"Adrian, Arroyo"
Simplifying Graph Convolutional Networks,1902.07153,https://arxiv.org/pdf/1902.07153v2.pdf,https://arxiv.org/abs/1902.07153v2,,https://github.com/Tiiiger/SGC,TRUE,TRUE,TRUE,TRUE,TRUE,,"Adrian, Arroyo"
Extractive approach for text summarization using graphs,2106.10955,https://arxiv.org/pdf/2106.10955v1.pdf,https://arxiv.org/abs/2106.10955v1,,https://github.com/tot98git/text-summ,TRUE,TRUE,TRUE,TRUE,TRUE,,"Adrian, Arroyo"
POCS-based Clustering Algorithm,2208.08888,https://arxiv.org/pdf/2208.08888v2.pdf,https://arxiv.org/abs/2208.08888v2,10.1109/iwis56333.2022.9920762,https://github.com/tranleanh/pocs-based-clustering,TRUE,FALSE,TRUE,FALSE,TRUE,,"Adrian, Arroyo"
A Learning System for Motion Planning of Free-Float Dual-Arm Space Manipulator towards Non-Cooperative Object,2207.02464,https://arxiv.org/pdf/2207.02464v1.pdf,https://arxiv.org/abs/2207.02464v1,,https://github.com/Tsinghua-Space-Robot-Learning-Group/SpaceRobotEnv,FALSE,FALSE,FALSE,FALSE,FALSE,,"Adrian, Arroyo"
ICON: Learning Regular Maps Through Inverse Consistency,2105.04459,https://arxiv.org/pdf/2105.04459v3.pdf,https://arxiv.org/abs/2105.04459v3,10.1109/iccv48922.2021.00338,https://github.com/uncbiag/ICON,TRUE,TRUE,TRUE,TRUE,TRUE,,"Adrian, Arroyo"
PG$^2$Net: Personalized and Group Preferences Guided Network for Next Place Prediction,2110.08266,https://arxiv.org/pdf/2110.08266v1.pdf,https://arxiv.org/abs/2110.08266v1,,https://github.com/urbanmobility/pg2net,TRUE,FALSE,FALSE,FALSE,FALSE,The 2 has the power to,"Adrian, Arroyo"
Robust Compressed Sensing MRI with Deep Generative Priors,2108.01368,https://arxiv.org/pdf/2108.01368v2.pdf,https://arxiv.org/abs/2108.01368v2,,https://github.com/utcsilab/csgm-mri-langevin,TRUE,FALSE,TRUE,FALSE,TRUE,HAS BIBTEX NO ARXIV OR DOI,"Adrian, Arroyo"
On the Transferability of Visual Features in Generalized Zero-Shot Learning,2211.12494,https://arxiv.org/pdf/2211.12494v1.pdf,https://arxiv.org/abs/2211.12494v1,,https://github.com/uvavision/tv-gzsl,TRUE,FALSE,TRUE,FALSE,TRUE,mentioned as text,"Adrian, Arroyo"
Growing a Test Corpus with Bonsai Fuzzing,2103.04388,https://arxiv.org/pdf/2103.04388v1.pdf,https://arxiv.org/abs/2103.04388v1,10.1109/icse43902.2021.00072,https://github.com/vasumv/bonsai-fuzzing,TRUE,TRUE,TRUE,TRUE,TRUE,Has link but not DOI,"Adrian, Arroyo"
Pruning and Slicing Neural Networks using Formal Verification,2105.13649,https://arxiv.org/pdf/2105.13649v2.pdf,https://arxiv.org/abs/2105.13649v2,,https://github.com/vbcrlf/redy,TRUE,TRUE,TRUE,TRUE,TRUE,,"Adrian, Arroyo"
Input-Aware Dynamic Backdoor Attack,2010.08138,https://arxiv.org/pdf/2010.08138v1.pdf,https://arxiv.org/abs/2010.08138v1,,https://github.com/VinAIResearch/input-aware-backdoor-attack-release,TRUE,FALSE,TRUE,FALSE,TRUE,has url but not arxiv or DOI,"Adrian, Arroyo"
Intelligent Electric Vehicle Charging Recommendation Based on Multi-Agent Reinforcement Learning,2102.07359,https://arxiv.org/pdf/2102.07359v1.pdf,https://arxiv.org/abs/2102.07359v1,10.1145/3442381.3449934,https://github.com/Vvrep/MASTER-electric_vehicle_charging_recommendation,TRUE,TRUE,TRUE,TRUE,TRUE,,"Adrian, Arroyo"
DialogueCSE: Dialogue-based Contrastive Learning of Sentence Embeddings,2109.12599,https://arxiv.org/pdf/2109.12599v1.pdf,https://arxiv.org/abs/2109.12599v1,10.18653/v1/2021.emnlp-main.185,https://github.com/wangruicn/dialoguecse,TRUE,FALSE,TRUE,FALSE,TRUE,,"Adrian, Arroyo"
Image Inpainting with Edge-guided Learnable Bidirectional Attention Maps,2104.12087,https://arxiv.org/pdf/2104.12087v1.pdf,https://arxiv.org/abs/2104.12087v1,,https://github.com/wds1998/Edge-LBAM,TRUE,FALSE,TRUE,FALSE,TRUE,It is mentioned but it is only the title of the paper. No clue if somef will pick it up,"Adrian, Arroyo"
TRacer: Scalable Graph-based Transaction Tracing for Account-based Blockchain Trading Systems,2201.05757,https://arxiv.org/pdf/2201.05757v3.pdf,https://arxiv.org/abs/2201.05757v3,,https://github.com/wuzhy1ng/blockchainspider,TRUE,TRUE,TRUE,TRUE,TRUE,,"Adrian, Arroyo"
The growth of density perturbations in the last $\sim$10 billion years from tomographic large-scale structure data,2105.12108,https://arxiv.org/pdf/2105.12108v2.pdf,https://arxiv.org/abs/2105.12108v2,,https://github.com/xC-ell/growth-history,TRUE,TRUE,FALSE,TRUE,TRUE,,"Adrian, Arroyo"
Margin-Aware Intra-Class Novelty Identification for Medical Images,2108.00117,https://arxiv.org/pdf/2108.00117v2.pdf,https://arxiv.org/abs/2108.00117v2,,https://github.com/xiaoyuanguo/tend_medicalnoveltydetection,TRUE,FALSE,FALSE,FALSE,FALSE,,"Adrian, Arroyo"
Inference in Functional Linear Quantile Regression,1602.08793,https://arxiv.org/pdf/1602.08793v3.pdf,https://arxiv.org/abs/1602.08793v3,10.1016/j.jmva.2022.104985,https://github.com/xylimeng/fQR-testing,TRUE,TRUE,TRUE,TRUE,TRUE,README title is title of the paper,"Adrian, Arroyo"
Dynamic Cardiac MRI Reconstruction Using Combined Tensor Nuclear Norm and Casorati Matrix Nuclear Norm Regularizations,2206.00831,https://arxiv.org/pdf/2206.00831v1.pdf,https://arxiv.org/abs/2206.00831v1,10.1109/isbi52829.2022.9761409,https://github.com/yhao-z/TMNN,FALSE,FALSE,TRUE,FALSE,FALSE,Given as title in github,"Adrian, Arroyo"
ML-LBM: Machine Learning Aided Flow Simulation in Porous Media,2004.11675,https://arxiv.org/pdf/2004.11675v1.pdf,https://arxiv.org/abs/2004.11675v1,,https://github.com/yingDaWang-UNSW/VelCNNs,TRUE,FALSE,FALSE,FALSE,FALSE,Incomplete title,"Adrian, Arroyo"
Equivariant and Invariant Grounding for Video Question Answering,2207.12783,https://arxiv.org/pdf/2207.12783v1.pdf,https://arxiv.org/abs/2207.12783v1,10.1145/3503161.3548035,https://github.com/yl3800/eigv,TRUE,TRUE,TRUE,TRUE,TRUE,,"Adrian, Arroyo"
Generalization in Text-based Games via Hierarchical Reinforcement Learning,2109.09968,https://arxiv.org/pdf/2109.09968v1.pdf,https://arxiv.org/abs/2109.09968v1,10.18653/v1/2021.findings-emnlp.116,https://github.com/yunqiuxu/h-kga,TRUE,TRUE,TRUE,TRUE,TRUE,,"Adrian, Arroyo"
Fashion-MNIST: a Novel Image Dataset for Benchmarking Machine Learning Algorithms,1708.07747,http://arxiv.org/pdf/1708.07747v2.pdf,http://arxiv.org/abs/1708.07747v2,,https://github.com/zalandoresearch/fashion-mnist,TRUE,TRUE,TRUE,TRUE,TRUE,,"Adrian, Arroyo"
Active-LATHE: An Active Learning Algorithm for Boosting the Error Exponent for Learning Homogeneous Ising Trees,2110.14341,https://arxiv.org/pdf/2110.14341v2.pdf,https://arxiv.org/abs/2110.14341v2,10.1109/tit.2022.3222046,https://github.com/zhang-fengzhuo/active-lathe,TRUE,FALSE,TRUE,FALSE,TRUE,pdf might not find it and somef might struggle too,"Adrian, Arroyo"
How Suitable Are Subword Segmentation Strategies for Translating Non-Concatenative Morphology?,2109.01100,https://arxiv.org/pdf/2109.01100v1.pdf,https://arxiv.org/abs/2109.01100v1,10.18653/v1/2021.findings-emnlp.60,https://github.com/zurichnlp/segtest,TRUE,TRUE,TRUE,TRUE,TRUE,Different github urls,"Adrian, Arroyo"
Optimized Observable Readout from Single-shot Images of Ultracold Atoms via Machine Learning,2010.14510,https://arxiv.org/pdf/2010.14510v1.pdf,https://arxiv.org/abs/2010.14510v1,,https://gitlab.com/auj.lode/UNIQORN,TRUE,FALSE,FALSE,FALSE,FALSE,It is in the references,"Adrian, Arroyo"
Incorporating Temporal Information in Entailment Graph Mining,2109.09412,https://arxiv.org/pdf/2109.09412v1.pdf,https://arxiv.org/abs/2109.09412v1,10.18653/v1/2020.textgraphs-1.7,https://gitlab.com/lianeg/temporal-entailment-sports-dataset,TRUE,FALSE,TRUE,FALSE,TRUE,*********,"Adrian, Arroyo"
Plots.jl -- a user extendable plotting API for the julia programming language,2204.08775,https://arxiv.org/pdf/2204.08775v3.pdf,https://arxiv.org/abs/2204.08775v3,,https://github.com/JuliaPlots/Plots.jl,TRUE,FALSE,TRUE,FALSE,TRUE,NEEDS TO BE REVISED,"Arroyo,Nicola, Ctreude"
Overcoming Challenges in DevOps Education through Teaching Methods,2302.05564,https://arxiv.org/pdf/2302.05564v1.pdf,https://arxiv.org/abs/2302.05564v1,,https://doi.org/10.5281/zenodo.7135611,TRUE,FALSE,TRUE,FALSE,TRUE,,"Arroyo,Nicola, Ctreude"
Socialz: Multi-Feature Social Fuzz Testing,2302.08664,https://arxiv.org/pdf/2302.08664v3.pdf,https://arxiv.org/abs/2302.08664v3,,https://github.com/fzanart/Socialz/,TRUE,TRUE,TRUE,FALSE,TRUE,,"Arroyo,Nicola, Ctreude"
She Elicits Requirements and He Tests: Software Engineering Gender Bias in Large Language Models,2303.10131,https://arxiv.org/pdf/2303.10131v1.pdf,https://arxiv.org/abs/2303.10131v1,,https://doi.org/10.5281/zenodo.7745436,TRUE,FALSE,TRUE,FALSE,TRUE,,"Arroyo,Nicola, Ctreude"
Stop Words for Processing Software Engineering Documents: Do they Matter?,2303.10439,https://arxiv.org/pdf/2303.10439v2.pdf,https://arxiv.org/abs/2303.10439v2,,https://zenodo.org/record/7865748,TRUE,TRUE,TRUE,TRUE,TRUE,,"Arroyo,Nicola, Ctreude"
Applying Information Theory to Software Evolution,2303.13729,https://arxiv.org/pdf/2303.13729v2.pdf,https://arxiv.org/abs/2303.13729v2,,,FALSE,FALSE,FALSE,FALSE,FALSE,,"Arroyo,Nicola, Ctreude"
Barriers and Self-Efficacy: A Large-Scale Study on the Impact of OSS Courses on Student Perceptions,2304.14628,https://arxiv.org/pdf/2304.14628v2.pdf,https://arxiv.org/abs/2304.14628v2,10.1145/3587102.3588789,,FALSE,FALSE,FALSE,FALSE,FALSE,,"Arroyo,Nicola, Ctreude"
The Impact of a Continuous Integration Service on the Delivery Time of Merged Pull Requests,2305.16365,https://arxiv.org/pdf/2305.16365v1.pdf,https://arxiv.org/abs/2305.16365v1,,,FALSE,FALSE,FALSE,FALSE,FALSE,,"Arroyo,Nicola, Ctreude"
"18 Million Links in Commit Messages: Purpose, Evolution, and Decay",2305.16591,https://arxiv.org/pdf/2305.16591v1.pdf,https://arxiv.org/abs/2305.16591v1,10.1007/s10664-023-10325-8,https://doi.org/10.5281/zenodo.7536500,TRUE,FALSE,TRUE,FALSE,TRUE,,"Arroyo,Nicola, Ctreude"
Ethical Considerations Towards Protestware,2306.10019,https://arxiv.org/pdf/2306.10019v1.pdf,https://arxiv.org/abs/2306.10019v1,,,FALSE,FALSE,FALSE,FALSE,FALSE,,"Arroyo,Nicola, Ctreude"
Promises and Perils of Mining Software Package Ecosystem Data,2306.10021,https://arxiv.org/pdf/2306.10021v1.pdf,https://arxiv.org/abs/2306.10021v1,,,FALSE,FALSE,FALSE,FALSE,FALSE,,"Arroyo,Nicola, Ctreude"
"Wait, wasn’t that code here before? Detecting Outdated Software Documentation",2307.04291,https://arxiv.org/pdf/2307.04291v1.pdf,https://arxiv.org/abs/2307.04291v1,,https://github.com/wesleytanws/DOCER_tool,TRUE,FALSE,TRUE,FALSE,TRUE,,"Arroyo,Nicola, Ctreude"
Addressing Compiler Errors: Stack Overflow or Large Language Models?,2307.10793,https://arxiv.org/pdf/2307.10793v1.pdf,https://arxiv.org/abs/2307.10793v1,,https://github.com/patwdj/java-compiler-error-help,TRUE,FALSE,TRUE,FALSE,TRUE,,"Arroyo,Nicola, Ctreude"
Visually Analyzing Company-wide Software Service Dependencies: An Industrial Case Study,2308.09637,https://arxiv.org/pdf/2308.09637v2.pdf,https://arxiv.org/abs/2308.09637v2,,,FALSE,FALSE,FALSE,FALSE,FALSE,,"Arroyo,Nicola, Ctreude"
Evaluating Transfer Learning for Simplifying GitHub READMEs,2308.09940,https://arxiv.org/pdf/2308.09940v1.pdf,https://arxiv.org/abs/2308.09940v1,10.1145/3611643.3616291,https://zenodo.org/record/8265001,TRUE,FALSE,FALSE,FALSE,FALSE,Fails due to typo,"Arroyo,Nicola, Ctreude"
Using the TypeScript compiler to fix erroneous Node.js snippets,2308.12079,https://arxiv.org/pdf/2308.12079v1.pdf,https://arxiv.org/abs/2308.12079v1,,https://doi.org/10.5281/zenodo.8272874,TRUE,FALSE,FALSE,FALSE,FALSE,,"Arroyo,Nicola, Ctreude"
DevGPT: Studying Developer-ChatGPT Conversations,2309.03914,https://arxiv.org/pdf/2309.03914v1.pdf,https://arxiv.org/abs/2309.03914v1,,https://doi.org/10.5281/zenodo.8304091,TRUE,FALSE,TRUE,FALSE,TRUE,,"Arroyo,Nicola, Ctreude"
Lessons from the Long Tail: Analysing Unsafe Dependency Updates across Software Ecosystems,2309.04197,https://arxiv.org/pdf/2309.04197v1.pdf,https://arxiv.org/abs/2309.04197v1,,https://doi.org/10.5281/zenodo.6719258,TRUE,FALSE,TRUE,FALSE,TRUE,,"Arroyo,Nicola, Ctreude"
